ID,Status,City,State,Zip,Life.hours,Life.No.Call.No.Show,Life.Call.Email.to.miss.shift,Life.Absence,YTD.hours,No.Call.No.Show,Call.Email.to.miss.shift,Absence,MTD.hours,MTD.No.Call.No.Show,MTD.Call.Email.to.miss.shift,MTD.Absence,Date.entered,Start.date,Stop.date,Orientation.Date
1670,Active,Philadelphia,PA,19111,38.1833333333,0,0,0,5,0,0,0,0,0,0,0,10-17-2016,10-17-2016,,09-22-2016
1671,Active,Philadelphia,PA,19146,36.5,0,0,0,6.5,0,0,0,0,0,0,0,06-05-2017,06-05-2017,,
1672,Active,Philadelphia,PA,19114,0,0,0,0,0,0,0,0,0,0,0,0,10-17-2016,10-17-2016,,
1673,Active,,PA,19130,68.5,0,0,0,0,0,0,0,0,0,0,0,02-23-2015,02-23-2015,,02-15-2015
1674,Active,Philadelphia,PA,19119,4,0,0,0,0,0,0,0,0,0,0,0,09-07-2017,09-07-2017,,09-06-2017
1675,Active,Philadelphia,PA,19103,2,0,0,0,0,0,0,0,0,0,0,0,09-13-2017,09-13-2017,,
1676,Active,Philadelphia,PA,19104,17.5,0,0,0,17.5,0,0,0,3,0,0,0,09-05-2017,09-06-2017,,
1677,Active,Philadelphia,PA,11566,39.75,0,0,0,28.25,0,0,0,1.5,0,0,0,10-11-2017,10-11-2017,,
1678,Active,Philadelphia,PA,19146,304.3,0,0,0,4,0,0,0,0,0,0,0,11-03-2014,11-04-2014,,10-19-2014
1679,Active,Philadelphia,PA,19148,29.5,0,0,0,19.5,0,0,0,2,0,0,0,11-08-2017,11-08-2017,,
1680,Active,Philadelphia,PA,19106,0,0,0,0,0,0,0,0,0,0,0,0,10-12-2015,10-12-2015,,
1681,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,12-17-2016,12-17-2016,,
1682,Active,Philadelphia,PA,19144,32,0,0,0,0,0,0,0,0,0,0,0,03-08-2017,03-08-2017,,
1683,Active,Philadelphia,PA,19146,50,0,0,0,0,0,0,0,0,0,0,0,10-28-2014,10-28-2014,,
1684,Active,Philadelphia,PA,19136,167.4166666667,0,0,0,9.25,0,0,0,0,0,0,0,10-08-2015,10-08-2015,,
1685,Active,Philadelphia,PA,19145,6,0,0,0,6,0,0,0,0,0,0,0,11-06-2017,11-06-2017,,
1686,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,01-07-2015,01-07-2015,,
1687,Active,Chalfont,PA,18914,121.75,0,0,0,55.75,0,0,0,6.5,0,0,0,06-05-2014,06-05-2014,,
1688,Active,Philadelphia,PA,19146,34.25,0,1,1,34.25,0,1,1,2,0,0,0,12-12-2017,12-12-2017,,
1689,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,09-29-2017,09-29-2017,,
1690,Active,Bensalem,PA,19020-6449,2,0,0,0,2,0,0,0,0,0,0,0,01-02-2018,01-02-2018,,
1691,Active,Philadelphia,PA,19116,119.25,0,4,4,36.25,0,0,0,0,0,0,0,07-09-2016,07-09-2016,,
1692,Active,Philadelphia,PA,19103,88.75,0,0,0,88.75,0,0,0,14.25,0,0,0,12-21-2017,12-21-2017,,
1693,Active,Philadelphia,PA,19106,14,0,0,0,14,0,0,0,0,0,0,0,08-09-2017,08-09-2017,,
1694,Active,Philadelphia,PA,19115,481,0,0,0,372.5833333333,0,0,0,50,0,0,0,09-25-2017,09-25-2017,,
1695,Active,Philadelphia,PA,19130,15.75,0,0,0,0,0,0,0,0,0,0,0,09-01-2016,09-21-2016,,09-18-2016
1696,Active,Philadelphia,PA,19121,2,0,1,1,0,0,0,0,0,0,0,0,10-04-2017,10-04-2017,,
1697,Active,Upper Darby,PA,19082,27,0,3,3,20,0,2,2,2,0,1,1,11-08-2017,11-08-2017,,
1698,Active,Philadelphia,PA,19114,345.5,0,0,0,148.5,0,0,0,15.5,0,0,0,04-26-2017,04-26-2017,,
1699,Active,Philadelphia,PA,19148,95.3333333333,0,0,0,5.4166666667,0,0,0,0,0,0,0,06-07-2013,06-10-2013,,
1700,Active,Philadelphia,PA,19146,0,0,0,0,0,0,0,0,0,0,0,0,12-20-2017,12-20-2017,,
1701,Active,Philadelphia,PA,19121,41,0,1,1,0,0,0,0,0,0,0,0,08-28-2017,08-28-2017,,
1702,Active,Swarthmore,PA,19081,136.5833333333,1,0,1,118.5833333333,1,0,1,20,0,0,0,10-25-2017,10-25-2017,,
1703,Active,Philadelphia,PA,19115,0,0,0,0,0,0,0,0,0,0,0,0,03-20-2017,03-20-2017,,
1704,Active,Phila.,PA,19115,0,0,0,0,0,0,0,0,0,0,0,0,12-03-2017,12-04-2017,,
1705,Active,philadelphia,PA,19136,4.3333333333,0,0,0,0,0,0,0,0,0,0,0,10-20-2017,10-20-2017,,
1706,Active,Philadelphia,PA,19148,673.1666666667,0,0,0,113.5,0,0,0,12.5,0,0,0,07-21-2014,07-21-2014,,
1707,Active,Philadelphia,PA,19154,2,0,0,0,2,0,0,0,2,0,0,0,10-25-2017,10-25-2017,,
1708,Active,Philadelphia,PA,19146,426.5,0,0,0,56,0,0,0,2,0,0,0,10-09-2012,10-09-2012,,07-24-2011
1709,Active,Philadelphia,PA,19104,4,0,1,1,0,0,0,0,0,0,0,0,05-17-2017,05-17-2017,,
1710,Active,Philadelphia,PA,19147,355.75,0,0,0,22.25,0,0,0,2.5,0,0,0,04-08-2013,04-08-2013,,07-01-2012
1711,Active,Ardmore,PA,,123.5,0,0,0,32,0,0,0,3,0,0,0,10-21-2015,10-21-2015,,03-13-2016
1712,Active,Philadelphia,PA,19136,4,0,0,0,0,0,0,0,0,0,0,0,11-30-2016,11-30-2016,,
1713,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,01-07-2015,01-07-2015,,
1714,Active,Philadelphia,PA,19147,0,0,0,0,0,0,0,0,0,0,0,0,10-07-2015,10-07-2015,,
1715,Active,Philadelphia,PA,19111,0,0,0,0,0,0,0,0,0,0,0,0,06-23-2016,06-23-2016,,
1716,Active,Philadelphia,PA,19103,63.5,0,0,0,23.5,0,0,0,0,0,0,0,05-11-2017,05-11-2017,,
1717,Active,Elkins Park,PA,19027,10,0,0,0,10,0,0,0,2,0,0,0,10-29-2015,10-29-2015,,
1718,Active,Philadelphia,PA,19120,25.75,0,0,0,2,0,0,0,0,0,0,0,10-23-2017,10-23-2017,,
1719,Active,,,,229.9166666667,0,0,0,93,0,0,0,23.5,0,0,0,07-15-2016,07-15-2016,,
1720,Active,Philadelphia,PA,19125,10,0,0,0,2,0,0,0,0,0,0,0,11-23-2017,11-24-2017,,
1721,Active,Philadelphia,PA,19147,12.5,0,0,0,12.5,0,0,0,0,0,0,0,11-13-2017,11-13-2017,,
1722,Active,Philadelphia,PA,19148,1,0,0,0,1,0,0,0,0,0,0,0,03-30-2018,03-30-2018,,
1723,Active,Philadelphia,PA,19104,6,0,0,0,0,0,0,0,0,0,0,0,01-10-2017,01-10-2017,,
1724,Active,Philadelphia,PA,19148,5,0,0,0,0,0,0,0,0,0,0,0,09-09-2016,09-10-2016,,
1725,Active,PHILADELPHIA,PA,19103,0,0,0,0,0,0,0,0,0,0,0,0,11-01-2017,11-01-2017,,
1726,Active,Philadelphia,PA,19147,0,0,0,0,0,0,0,0,0,0,0,0,12-10-2017,12-11-2017,,
1727,Active,Philadelphia,PA,19145,3.5,0,0,0,3.5,0,0,0,0,0,0,0,07-17-2017,07-17-2017,,
1728,Active,,PA,19125,40.25,0,0,0,16.25,0,0,0,0,0,0,0,03-14-2017,03-15-2017,,
1729,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,07-24-2017,07-24-2017,,
1730,Active,Philadelphia,PA,19136,112.25,0,2,2,56.9166666667,0,0,0,5.25,0,0,0,06-16-2017,06-16-2017,,
1731,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,10-26-2017,10-26-2017,,
1732,Active,Philadelphia,PA,19106,22.5,1,4,5,0,0,0,0,0,0,0,0,07-12-2016,07-14-2016,,
1733,Active,Bensalem,PA,19020,24,0,0,0,10,0,0,0,0,0,0,0,08-04-2017,08-06-2017,,
1734,Active,Philadelphia,PA,19106,53.25,0,3,3,24,0,0,0,3,0,0,0,07-12-2017,07-12-2017,,
1735,Active,Cheltenham,PA,19012,0,0,0,0,0,0,0,0,0,0,0,0,11-30-2016,11-30-2016,,
1736,Active,Philadelphia,PA,19152,8,0,0,0,0,0,0,0,0,0,0,0,10-21-2017,10-21-2017,,
1737,Active,Philadelphia,PA,19114,32.5,0,0,0,32.5,0,0,0,5.5,0,0,0,05-21-2013,05-21-2013,,
1738,Active,Philadelphia,PA,19149,91.25,0,0,0,46.75,0,0,0,2,0,0,0,03-06-2015,03-06-2015,,
1739,Active,Glenside,PA,19038,697.25,0,0,0,30.25,0,0,0,4.25,0,0,0,03-31-2015,03-31-2015,,03-22-2015
1740,Active,Horsham,PA,19044,0,0,0,0,0,0,0,0,0,0,0,0,01-19-2016,01-19-2016,,01-12-2016
1741,Active,Philadelphia,PA,19103,20.5,0,0,0,12.5,0,0,0,2.25,0,0,0,09-11-2017,09-11-2017,,
1742,Active,Philadelphia,PA,19149,14,0,0,0,14,0,0,0,0,0,0,0,10-06-2017,10-06-2017,,
1743,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,04-02-2017,04-02-2017,,
1744,Active,Philadelphia,PA,19111,2,0,0,0,0,0,0,0,0,0,0,0,12-03-2017,12-03-2017,,
1745,Active,Philadelphia,PA,19145,6,0,0,0,6,0,0,0,0,0,0,0,05-12-2016,05-13-2016,,
1746,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,09-28-2017,09-28-2017,,
1747,Active,Philadelphia,PA,19146,0.25,0,0,0,0.25,0,0,0,0,0,0,0,05-31-2018,05-31-2018,,
1748,Active,Philadelphia,PA,19139,1.25,0,0,0,1.25,0,0,0,0,0,0,0,05-15-2018,05-15-2018,,
1749,Active,Bloomfield,NJ,7003,0,0,0,0,0,0,0,0,0,0,0,0,01-29-2018,01-29-2018,,
1750,Active,Philadelphia,PA,19106,104.5833333333,0,1,1,104.5833333333,0,1,1,0.75,0,0,0,02-02-2018,02-03-2018,,
1751,Active,Philadelphia,PA,19146,82.75,0,1,1,29.25,0,0,0,4,0,0,0,07-21-2016,07-21-2016,,
1752,Active,PHILADELPHIA,PA,19130,2,0,0,0,2,0,0,0,0,0,0,0,05-24-2018,05-24-2018,,
1753,Active,Philadelphia,PA,19104,24.25,0,0,0,24.25,0,0,0,1.25,0,0,0,01-24-2018,01-24-2018,,
1754,Active,Philadelphia,PA,19143,17.75,0,0,0,17.75,0,0,0,0,0,0,0,01-16-2018,01-16-2018,,
1755,Active,Phila,PA,19148,0,0,0,0,0,0,0,0,0,0,0,0,04-24-2018,04-24-2018,,
1756,Active,Philadelphia,PA,19144,25.5,0,1,1,25.5,0,1,1,2.75,0,0,0,02-03-2018,02-03-2018,,
1757,Active,Philadelphia,PA,19143,16,0,0,0,16,0,0,0,0,0,0,0,01-17-2018,01-17-2018,,
1758,Active,Bensalem,PA,19020,3,0,0,0,3,0,0,0,1,0,0,0,06-27-2018,06-27-2018,,
1759,Active,Philadelphia,PA,19106,10.5,1,2,3,4.5,0,2,2,2.5,0,0,0,11-06-2017,11-06-2017,,
1760,Active,Philadelphia,PA,19121,0,0,0,0,0,0,0,0,0,0,0,0,06-12-2018,06-12-2018,,
1761,Active,Philadelphia,PA,19146,0,0,0,0,0,0,0,0,0,0,0,0,01-15-2018,01-15-2018,,
1762,Active,,,,4.75,0,0,0,4.75,0,0,0,4.75,0,0,0,06-26-2018,06-26-2018,,
1763,Active,Philadelphia,PA,19106,0,0,0,0,0,0,0,0,0,0,0,0,07-05-2018,07-05-2018,,
1764,Active,Philadelphia,PA,19127,0,0,0,0,0,0,0,0,0,0,0,0,01-15-2018,01-15-2018,,
1765,Active,Philadelphia,PA,19107,1.75,0,0,0,1.75,0,0,0,1.75,0,0,0,07-11-2018,07-11-2018,,
1766,Active,,,,2,0,0,0,2,0,0,0,0,0,0,0,11-02-2017,11-02-2017,,
1767,Active,Glenside,PA,19038,0,0,0,0,0,0,0,0,0,0,0,0,06-19-2018,06-19-2018,,
1768,Active,Mullica Hill,NJ,8062,0.5,0,0,0,0.5,0,0,0,0,0,0,0,01-24-2018,01-24-2018,,
1769,Active,Philadelphia,PA,19121,0,0,0,0,0,0,0,0,0,0,0,0,03-16-2018,03-16-2018,,
1770,Active,,,,4.25,0,0,0,4.25,0,0,0,2,0,0,0,06-20-2018,06-20-2018,,
1771,Active,Philadelphia,PA,19122,0,0,0,0,0,0,0,0,0,0,0,0,06-15-2018,06-15-2018,,
1772,Active,Philadelphia,PA,19111,33.75,0,0,0,33.75,0,0,0,0,0,0,0,03-09-2018,03-11-2018,,
1773,Active,philadelphia,PA,19102,5.25,0,1,1,5.25,0,1,1,0,0,0,0,05-17-2018,05-17-2018,,
1774,Active,Philadelphia,PA,19121,0,0,0,0,0,0,0,0,0,0,0,0,01-10-2018,01-10-2018,,
1775,Active,Philadelphia,PA,19152,4,0,0,0,4,0,0,0,2.25,0,0,0,06-14-2018,06-14-2018,,
1776,Active,,,,47.25,0,0,0,47.25,0,0,0,0,0,0,0,04-24-2018,04-24-2018,,
1777,Active,Philadelphia,PA,19123,4,0,0,0,4,0,0,0,2,0,0,0,06-17-2018,06-17-2018,,
1778,Active,Philadelphia,PA,19104,82.5833333333,0,0,0,25.5,0,0,0,4.25,0,0,0,01-30-2017,01-30-2017,,
1779,Active,Philadelphia,PA,19152,14,1,0,0,14,1,0,0,14,1,0,0,07-04-2018,07-04-2018,,
1780,Active,Philadelphia,PA,19115,2.5,0,0,0,2.5,0,0,0,0,0,0,0,03-06-2018,03-06-2018,,
1781,Active,Philadelphia,PA,19104,2.5,0,0,0,2.5,0,0,0,0,0,0,0,02-14-2018,02-14-2018,,
1782,Active,PHILADELPHIA,PA,19106,0,0,0,0,0,0,0,0,0,0,0,0,07-23-2018,07-23-2018,,07-22-2018
1783,Active,Philadelphia,PA,19146,24.75,0,1,1,24.75,0,1,1,0,0,0,0,04-20-2018,04-20-2018,,
1784,Active,,,,0,0,0,0,0,0,0,0,0,0,0,0,06-27-2018,06-27-2018,,
1785,Active,Philadelphia,PA,19147,7.75,0,0,0,7.75,0,0,0,0,0,0,0,04-20-2018,04-20-2018,,
1786,Active,Philadelphia,PA,19115,0.75,0,0,0,0.75,0,0,0,0,0,0,0,04-10-2018,04-10-2018,,
1787,Active,PHILADELPHIA,PA,19114,0,0,0,0,0,0,0,0,0,0,0,0,01-20-2018,01-21-2018,,
1788,Active,Philadelphia,PA,19104,42,0,0,0,42,0,0,0,2.25,0,0,0,03-22-2018,03-22-2018,,
1789,Active,,PA,19154,6.75,0,0,0,6.75,0,0,0,0,0,0,0,05-25-2018,05-25-2018,,
1790,Active,Philadelphia,PA,19125,1.25,0,0,0,1.25,0,0,0,0,0,0,0,06-14-2018,06-14-2018,,
1791,Active,Philadelphia,PA,19148,2.5,0,0,0,2.5,0,0,0,1.25,0,0,0,05-14-2018,05-14-2018,,
1792,Active,Philadelphia,PA,19122,23.25,0,8,8,9,0,4,4,0,0,0,0,01-18-2017,01-18-2017,,
1793,Active,Philadelphia,PA,19118,175.75,0,1,1,75.75,0,0,0,10.25,0,0,0,10-19-2016,10-19-2016,,
1794,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,06-12-2018,06-13-2018,,
1795,Active,Philadelphia,PA,19149,0,0,0,0,0,0,0,0,0,0,0,0,07-07-2018,07-07-2018,,
1796,Active,Phila,PA,19115,40,0,0,0,14.5,0,0,0,0,0,0,0,08-09-2017,08-09-2017,,
1797,Active,philadelphia,PA,19125,231.25,0,0,0,31.25,0,0,0,2.75,0,0,0,04-28-2015,04-28-2015,,04-25-2015
1798,Active,Philadelphia,PA,19106,18.25,0,0,0,18.25,0,0,0,2.25,0,0,0,03-27-2018,03-27-2018,,
1799,Active,Philadelphia,PA,19111,18.75,0,0,0,18.75,0,0,0,0,0,0,0,04-13-2018,04-13-2018,,
1800,Active,Philadelphia,PA,19135,1.75,0,0,0,1.75,0,0,0,0,0,0,0,03-09-2018,03-09-2018,,
1801,Active,philadelphia,PA,19131,3.5,0,0,0,3.5,0,0,0,0,0,0,0,01-24-2018,01-24-2018,,
1802,Active,,,,133.5,0,1,1,48.5,0,1,1,4.25,0,0,0,01-20-2017,01-20-2017,,
1803,Active,Philadelphia,PA,19130,37,0,2,2,9,0,0,0,1.25,0,0,0,02-28-2017,02-28-2017,,
1804,Active,Philadelphia,PA,19144,2,0,0,0,2,0,0,0,2,0,0,0,07-11-2018,07-11-2018,,
1805,Active,Phildelphia,PA,19147,13.75,0,0,0,5.75,0,0,0,0,0,0,0,10-31-2017,11-01-2017,,
1806,Active,Philadelphia,PA,19123,0,0,0,0,0,0,0,0,0,0,0,0,03-21-2018,03-21-2018,,
1807,Active,Philadelphia,PA,19124,8,0,0,0,8,0,0,0,0,0,0,0,02-06-2018,02-06-2018,,
1808,Active,Philadelphia,PA,19145,0,0,1,1,0,0,1,1,0,0,1,1,06-26-2018,06-26-2018,,
1809,Active,Phila,PA,19115,1.25,0,0,0,1.25,0,0,0,0,0,0,0,03-10-2018,03-11-2018,,
1810,Active,,,,1.25,0,1,0,1.25,0,1,0,1.25,0,1,0,07-10-2018,07-10-2018,,
1811,Active,Conshohocken,PA,19428,2.75,0,0,0,2.75,0,0,0,0,0,0,0,01-21-2018,01-21-2018,,
1812,Active,Philadelphia,PA,19111,44.5,0,0,0,44.5,0,0,0,3,0,0,0,02-28-2018,03-02-2018,,
1813,Active,Philadelphia,PA,19104,17,2,1,2,17,2,1,2,8.25,2,1,2,06-06-2018,06-06-2018,,
1814,Active,PHILADELPHIA,PA,19146,4.25,0,0,0,4.25,0,0,0,4.25,0,0,0,07-13-2018,07-13-2018,,
1815,Active,Philadelphia,PA,19104,34.75,0,1,1,34.75,0,1,1,0,0,0,0,02-13-2018,02-13-2018,,
1816,Active,,PA,19040,4.75,0,0,0,4.75,0,0,0,0,0,0,0,04-26-2018,04-26-2018,,
1817,Active,Philadelphia,PA,19135-4121,41.75,0,0,0,41.75,0,0,0,0,0,0,0,02-16-2018,02-16-2018,,
1818,Active,,,,4,0,0,0,4,0,0,0,0,0,0,0,08-25-2017,08-25-2017,,
1819,Active,Huntingdon Valley,PA,19006,7.5,0,0,0,7.5,0,0,0,0,0,0,0,01-25-2018,01-25-2018,,
1820,Active,Philadelphia,PA,19147,7.75,0,0,0,7.75,0,0,0,0,0,0,0,03-16-2018,03-16-2018,,
1821,Active,Philadelphia,PA,17033,4.25,0,0,0,4.25,0,0,0,2.25,0,0,0,03-10-2018,03-11-2018,,
1822,Active,SCHWENKSVILLE,PA,19473,2.25,0,0,0,2.25,0,0,0,0,0,0,0,06-13-2018,06-13-2018,,
1823,Active,Langhorne,PA,19047,1,0,0,0,1,0,0,0,1,0,0,0,05-12-2018,05-14-2018,,
1824,Active,Philadelphia,PA,19146,3.75,0,0,0,3.75,0,0,0,0,0,0,0,02-06-2018,02-06-2018,,
1825,Active,Philadelphia,PA,19106,22,0,0,0,22,0,0,0,5.75,0,0,0,03-07-2018,03-07-2018,,
1826,Active,Philadelphia,PA,19104,1,0,0,0,1,0,0,0,1,0,0,0,06-13-2018,06-13-2018,,
1827,Active,Philadelphia,PA,19152-2253,0,0,0,0,0,0,0,0,0,0,0,0,04-14-2018,04-14-2018,,
1828,Active,Philadelphia,PA,19106,46.5,0,0,0,46.5,0,0,0,0,0,0,0,02-08-2018,02-08-2018,,
1829,Active,Philadelphia,PA,19107,4.25,1,0,1,4.25,1,0,1,0,0,0,0,03-27-2018,03-27-2018,,
1830,Active,Philadelphia,PA,19102,6,0,0,0,6,0,0,0,0,0,0,0,02-06-2018,02-06-2018,,
1831,Active,Philadelphia,PA,19148,0,0,0,0,0,0,0,0,0,0,0,0,05-04-2018,05-04-2018,,
1832,Active,Glenside,PA,19038,0,0,0,0,0,0,0,0,0,0,0,0,07-23-2018,07-23-2018,,
1833,Active,Philadelphia,PA,19146,250.25,0,2,2,33.75,0,0,0,6,0,0,0,04-05-2013,04-05-2013,,04-01-2013
1834,Active,Philadelphia,PA,19125,103.5,0,1,1,17,0,0,0,1.5,0,0,0,10-13-2014,10-13-2014,,
1835,Active,Philadelphia,PA,19148,2,0,0,0,2,0,0,0,0,0,0,0,01-10-2018,01-10-2018,,
1836,Active,Philadelphia,PA,19104,35,0,1,1,13,0,0,0,0,0,0,0,09-26-2016,10-10-2016,,
1837,Active,Philadelphia,PA,19106,4,0,1,1,4,0,1,1,0,0,0,0,01-19-2018,01-19-2018,,
1838,Active,Philadelphia,PA,19123,14.75,0,0,0,14.75,0,0,0,4,0,0,0,02-28-2018,02-28-2018,,
1839,Active,Philadelphia,PA,19106,4.5,0,0,0,4.5,0,0,0,0,0,0,0,03-01-2017,03-01-2017,,
1840,Active,Philadelphia,PA,19148,0,0,0,0,0,0,0,0,0,0,0,0,07-19-2018,07-19-2018,,
1841,Active,Philadelphia,PA,19128,0,0,0,0,0,0,0,0,0,0,0,0,01-14-2018,01-14-2018,,
1842,Active,Philadelphia,PA,19152,0,0,0,0,0,0,0,0,0,0,0,0,01-30-2018,02-01-2018,,
1843,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,05-17-2018,05-18-2018,,
1844,Active,Delanco,NJ,8075,157.5,1,0,0,15.5,0,0,0,12.5,0,0,0,06-26-2015,06-29-2015,,06-23-2015
1845,Active,Philadelphia,PA,19121,5.75,0,1,0,5.75,0,1,0,5.75,0,0,0,06-28-2018,06-28-2018,,06-26-2018
1846,Active,Philadelphia,PA,19126,0,0,0,0,0,0,0,0,0,0,0,0,06-03-2018,06-04-2018,,
1847,Active,Philadelphia,PA,19106,15.5,0,0,0,15.5,0,0,0,15.5,0,0,0,06-14-2018,06-14-2018,,
1848,Active,Philadelphia,PA,19149,21,0,1,1,21,0,1,1,0,0,0,0,01-13-2018,01-13-2018,,01-02-2018
1849,Active,Primos,PA,19018,8.25,0,0,0,8.25,0,0,0,0,0,0,0,05-23-2018,05-23-2018,,
1850,Active,Flourtown,PA,19031,119,0,0,0,19,0,0,0,6.5,0,0,0,05-20-2016,05-23-2016,,05-19-2016
1851,Active,Philadelphia,PA,19111,3.25,0,0,0,3.25,0,0,0,0,0,0,0,03-09-2018,03-09-2018,,
1852,Active,Collegeville,PA,19426,0,0,0,0,0,0,0,0,0,0,0,0,01-24-2018,01-24-2018,,
1853,Active,Philadelphia,PA,19106,8.25,0,0,0,8.25,0,0,0,0,0,0,0,03-16-2018,03-16-2018,,
1854,Active,Philadelphia,PA,19104,15.25,0,0,0,15.25,0,0,0,2,0,0,0,02-21-2018,02-22-2018,,
1855,Active,Philadelphia,PA,19149,3.75,0,0,0,3.75,0,0,0,0,0,0,0,06-14-2018,06-14-2018,,
1856,Active,Philadelphia,PA,19104,6.25,0,0,0,6.25,0,0,0,0,0,0,0,04-11-2018,04-11-2018,,
1857,Active,Philadelphia,PA,19104,14,0,0,0,14,0,0,0,0,0,0,0,02-03-2018,02-03-2018,,
1858,Active,Philadelphia,PA,19115,17,0,0,0,17,0,0,0,17,0,0,0,07-07-2018,07-07-2018,,
1859,Active,CLIFTON HEIGHTS,PA,19018,69.0833333333,0,0,0,69.0833333333,0,0,0,7.5,0,0,0,02-07-2018,02-07-2018,,
1860,Active,Philadelphia,PA,19153,8.5,0,0,0,8.5,0,0,0,0,0,0,0,02-20-2018,02-20-2018,,
1861,Active,Philadelphia,PA,19149,43.6166666667,0,0,0,43.6166666667,0,0,0,4.25,0,0,0,04-10-2018,04-10-2018,,
1862,Active,Philadelphia,PA,19125,96.5,1,7,8,13.5,0,1,1,2,0,0,0,02-28-2017,02-28-2017,,02-26-2017
1863,Active,Philadelphia,PA,19152,8.25,0,0,0,8.25,0,0,0,1,0,0,0,01-14-2018,01-14-2018,,
1864,Active,Philadelphia,PA,19104,91.5,0,2,2,29.5,0,0,0,6.25,0,0,0,03-22-2017,03-22-2017,,
1865,Active,PHILADELPHIA,PA,19122,1.5,0,0,0,1.5,0,0,0,0,0,0,0,02-21-2018,02-22-2018,,
1866,Active,Philadelphia,PA,19107,5.75,0,1,1,5.75,0,1,1,0,0,0,0,05-05-2018,05-05-2018,,
1867,Active,Philadelphia,PA,19144,1,0,0,0,0,0,0,0,0,0,0,0,08-24-2015,08-24-2015,,
1868,Active,Philadelphia,PA,19116,15.5,0,6,6,11.5,0,4,4,0,0,0,0,02-10-2017,02-10-2017,,
1869,Active,Philadelphia,PA,19104,2,0,0,0,2,0,0,0,0,0,0,0,04-12-2018,04-12-2018,,
1870,Active,Philadelphia,PA,19134,3.75,0,0,0,3.75,0,0,0,3.75,0,0,0,07-13-2018,07-13-2018,,
1871,Active,Philadelphia,PA,19115,14.9666666667,0,0,0,14.9666666667,0,0,0,4,0,0,0,06-07-2018,06-07-2018,,
1872,Active,Philadelphia,PA,19122,2,0,2,2,2,0,2,2,0,0,0,0,02-28-2018,02-28-2018,,
1873,Active,,,,19.75,0,1,1,19.75,0,1,1,0,0,0,0,06-06-2018,06-06-2018,,
1874,Active,Elkins Park,PA,19027,0,0,0,0,0,0,0,0,0,0,0,0,07-08-2018,07-09-2018,,
1875,Active,Philadelphia,PA,19114,0,0,0,0,0,0,0,0,0,0,0,0,01-28-2018,01-28-2018,,
1876,Active,,,,2,0,0,0,2,0,0,0,2,0,0,0,06-20-2018,06-20-2018,,
1877,Active,Philadelphia,PA,19114,0,0,0,0,0,0,0,0,0,0,0,0,01-28-2018,01-28-2018,,
1878,Active,Philadelphia,PA,19147,0,0,0,0,0,0,0,0,0,0,0,0,07-04-2018,07-04-2018,,
1879,Active,Phialdelphia,PA,19102,221.5166666667,0,0,0,117.5166666667,0,0,0,12.25,0,0,0,01-26-2017,01-26-2017,,
1880,Active,Philadelphia,PA,19153,0,0,0,0,0,0,0,0,0,0,0,0,04-20-2018,04-20-2018,,
1881,Active,Philadelphia,PA,19104,0,0,0,0,0,0,0,0,0,0,0,0,03-06-2018,03-07-2018,,
1882,Active,Philadelphia,PA,19123,0,0,0,0,0,0,0,0,0,0,0,0,01-15-2018,01-15-2018,,
1883,Active,Philadelphia,PA,19106,296,0,0,0,154,0,0,0,17.5,0,0,0,01-17-2017,01-17-2017,,
1884,Active,Philadelphia,PA,19146,8,0,1,1,8,0,1,1,2,0,1,1,04-24-2018,04-26-2018,,
1885,Active,PHILADELPHA,PA,19104,14.25,0,0,0,14.25,0,0,0,8,0,0,0,06-19-2018,06-19-2018,,
1886,Active,Philadelphia,PA,19149-2821,1.5,0,0,0,1.5,0,0,0,0,0,0,0,01-23-2018,01-25-2018,,
1887,Active,GLENSIDE,PA,19038,2,0,0,0,2,0,0,0,0,0,0,0,06-14-2018,06-14-2018,,
1888,Active,Philadelphia,PA,19106,2.25,0,0,0,2.25,0,0,0,0,0,0,0,03-14-2018,03-14-2018,,
1889,Active,Philadelphia,PA,19116,78,0,0,0,78,0,0,0,8.5,0,0,0,01-15-2018,01-15-2018,,
1890,Active,Philadelphia,PA,19104,1.75,2,0,2,1.75,2,0,2,1.75,2,0,2,04-20-2018,04-20-2018,,
1891,Active,Philadelphia,PA,19147,7.5,0,0,0,7.5,0,0,0,0,0,0,0,03-28-2018,03-28-2018,,
1892,Active,Philadelphia,PA,19146,4,0,0,0,4,0,0,0,2,0,0,0,02-13-2018,02-13-2018,,02-11-2018
1893,Active,Philadelphia,PA,19102,473.5,1,0,1,19.5,1,0,1,4.5,0,0,0,07-08-2013,07-08-2013,,
1894,Active,PHILADELPHIA,PA,19103,0,0,0,0,0,0,0,0,0,0,0,0,07-15-2018,07-15-2018,,
